Country_Name,Country_Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Latvia,LVA,0.340722589,0.371043221,0.407515714,0.41895991,0.452513472,0.471658926,0.468528619,0.469186849,0.4612514,0.457750572,0.460560028,0.463913975,0.480562051,0.484344997,0.472898597,0.491944472,0.480316253,0.484271358,0.481330749
Lebanon,LBN,0.242822026,0.245662189,0.242787502,0.249886137,0.253726628,0.257028757,0.267565333,0.274068444,0.274794838,0.310036563,0.382161046,0.333839043,0.341520721,0.348698164,0.345938585,0.344533856,0.343877459,0.346611704,0.335488149
Lesotho,LSO,0.079724063,0.07787708,0.085054631,0.088467886,0.092628734,0.096883874,0.095957314,0.103158389,0.105380954,0.104297863,0.115443162,0.132705384,0.142180558,0.162047437,0.177639302,0.183776803,0.188388455,0.189896802,0.206717902
Liberia,LBR,0.093764829,0.091494333,0.089580853,0.089319224,0.086971931,0.084152957,0.081528366,0.084221175,0.079968589,0.078987446,0.089214,0.092496155,0.10099259,0.101830276,0.108901516,0.15536493,0.11621025,0.115875455,0.116430556
Libya,LBY,0.225062298,0.233445938,0.242158825,0.243797516,0.248164272,0.26493341,0.274108433,0.274066393,0.291558603,0.304351569,0.332816006,0.318757485,0.291645866,0.316408021,0.288514303,0.297540475,0.269456947,0.253469926,0.247977616
Lithuania,LTU,0.340900536,0.37610701,0.403629231,0.431837537,0.460612566,0.494893764,0.4854353,0.492194629,0.489215067,0.487531857,0.502664521,0.504749697,0.506355506,0.486980726,0.470294137,0.471660257,0.463605142,0.472945114,0.481248499
Luxembourg,LUX,0.368798934,0.417608892,0.419621331,0.437254739,0.447689425,0.45241697,0.45143936,0.453414875,0.441643152,0.448181501,0.460019214,0.465138255,0.46640432,0.463430855,0.451399485,0.456330359,0.437744921,0.436878492,0.435806868
Madagascar,MDG,0.101632113,0.105384895,0.105454656,0.113779617,0.10638898,0.104637862,0.104911662,0.105638819,0.110776181,0.11267081,0.116098015,0.134172751,0.111612544,0.100963106,0.111608003,0.111154806,0.106531628,0.114295014,0.118721907
Malawi,MWI,0.069435197,0.073723447,0.074402613,0.075543931,0.075466711,0.073816101,0.068055143,0.072111262,0.071862212,0.074973602,0.07466524,0.116842729,0.074596469,0.097649937,0.083389387,0.078973846,0.115573204,0.108931007,0.110995839
Malaysia,MYS,0.311891588,0.397152364,0.402277128,0.410185132,0.43007216,0.444778964,0.429181601,0.4398646,0.4667837,0.483310357,0.493093895,0.511905519,0.530096388,0.50820264,0.507257824,0.530661336,0.507443971,0.519425401,0.52437501
Maldives,MDV,0.149296092,0.163534771,0.176759163,0.188227272,0.209558471,0.236700818,0.248498288,0.268555155,0.296147318,0.298739073,0.311991056,0.329043309,0.341923284,0.35862321,0.362310551,0.379827276,0.387437957,0.405204946,0.398229262
Mali,MLI,0.061274628,0.069298692,0.072796127,0.077452673,0.080677726,0.083902909,0.082660771,0.092036693,0.097375806,0.098788408,0.116760706,0.12904711,0.13105254,0.160861417,0.174832752,0.17763267,0.163113705,0.162694175,0.169783094
Malta,MLT,0.313100631,0.45303814,0.465650813,0.47006681,0.471457904,0.485852132,0.4638637,0.481981136,0.485116058,0.493850314,0.510825588,0.540170651,0.540682298,0.513816493,0.494727591,0.494782866,0.4667821,0.499334294,0.509507904
Mauritania,MRT,0.022863257,0.053906418,0.056251923,0.060185897,0.066042396,0.062347526,0.074891023,0.089552238,0.094411447,0.090754268,0.108412403,0.116800044,0.127607836,0.127517652,0.124523009,0.12627616,0.123933839,0.133007354,0.138694014
Mauritius,MUS,0.258792375,0.286931668,0.287640114,0.294987491,0.304160762,0.31456976,0.308486058,0.317229487,0.320229866,0.308551521,0.330675412,0.344416851,0.355306463,0.366243663,0.367200309,0.377252278,0.373744717,0.386119156,0.395211747
Mexico,MEX,0.249631626,0.292467945,0.301625599,0.304959466,0.317452226,0.328319231,0.326097602,0.329853849,0.338759232,0.347569446,0.361153469,0.373530975,0.381169548,0.37657918,0.366839813,0.38818267,0.384969584,0.397099935,0.400684805
Moldova,MDA,0.118621201,0.127901505,0.258224342,0.26855391,0.280455088,0.288305309,0.29299649,0.297348567,0.297843199,0.292101444,0.316899945,0.332942762,0.336131557,0.353980961,0.359539683,0.363983452,0.352690186,0.357714622,0.35090545
Mongolia,MNG,0.194519581,0.223999133,0.22900249,0.241535056,0.24856278,0.270877833,0.263923068,0.269214692,0.280768854,0.293583893,0.307947586,0.319497579,0.35016661,0.335202108,0.345833675,0.321193971,0.335009028,0.325128248,0.369967818
Montenegro,MNE,0.20108952,0.21765777,0.215553847,0.216077067,0.315170353,0.344736776,0.341415125,0.378162475,0.403500788,0.450664719,0.425125336,0.442642475,0.440318962,0.434586676,0.440325109,0.451605303,0.426120233,0.42615591,0.43495932
Morocco,MAR,0.148084437,0.161796362,0.168588092,0.176363209,0.198535557,0.211244922,0.237601691,0.231359215,0.250906728,0.264286845,0.301523809,0.305529277,0.324720359,0.336474879,0.32435171,0.333508221,0.324458702,0.331416115,0.338212081
Mozambique,MOZ,0.089070843,0.118660395,0.122518841,0.122864478,0.124931931,0.125606362,0.124887776,0.121440091,0.131561125,0.138616759,0.149905837,0.161140322,0.166249981,0.141436319,0.138206221,0.143579765,0.127201628,0.132800914,0.124496989
Myanmar,MMR,0.155537825,0.155008091,0.156771238,0.154007413,0.152430554,0.149695306,0.147166967,0.141976254,0.13919156,0.137618509,0.132941894,0.141185078,0.146516577,0.1528824,0.176951999,0.213400845,0.227124841,0.246864473,0.252361852
Namibia,NAM,0.095389745,0.110805812,0.112645257,0.11883968,0.1246147,0.132367199,0.133442635,0.144381379,0.13924835,0.155514233,0.178122454,0.182902492,0.197456709,0.213596416,0.209407401,0.214036946,0.215785067,0.241155551,0.238172325
Nepal,NPL,0.133136782,0.130418906,0.145104067,0.150604564,0.147599258,0.158665961,0.164884097,0.170500645,0.173394701,0.177249941,0.206077194,0.214318938,0.233988966,0.253783182,0.264616291,0.275949488,0.289106924,0.319774705,0.329794695
Netherlands,NLD,0.520680459,0.563794378,0.560166747,0.555452192,0.570944688,0.581176421,0.561279751,0.565936249,0.556208524,0.553300437,0.559990883,0.573713044,0.574724326,0.564877532,0.545463891,0.550982613,0.524378393,0.528780106,0.530171317
New Zealand,NZL,0.508538276,0.528448212,0.516285763,0.509032885,0.518683598,0.519907587,0.507310512,0.505620516,0.493567982,0.497174722,0.506935628,0.510781072,0.509557231,0.503989696,0.498133247,0.50925746,0.502750457,0.506141192,0.50615216
Nicaragua,NIC,0.169893639,0.181411657,0.186193237,0.19149782,0.196964556,0.198955245,0.205865446,0.213143347,0.208478546,0.221401235,0.233916558,0.249635037,0.247759788,0.261405711,0.261045976,0.26655486,0.272717247,0.281709494,0.275516636
Niger,NER,0.068050637,0.0979925,0.098825066,0.099548148,0.098944438,0.093781877,0.094160868,0.094538737,0.104865374,0.109085447,0.088705076,0.086898242,0.10073094,0.192949007,0.192120791,0.106401475,0.06867664,0.079254508,0.070270491
Nigeria,NGA,0.103711275,0.109573302,0.111522857,0.122139429,0.118484784,0.126814414,0.132410918,0.137240971,0.144289863,0.145795588,0.146310254,0.161351035,0.161864506,0.169765377,0.16686566,0.187845363,0.170702028,0.179030619,0.187753685
North Macedonia,MKD,0.248846685,0.258062243,0.287682824,0.300862921,0.318420889,0.324327601,0.31354792,0.344903215,0.35845884,0.360549198,0.372410965,0.383055934,0.383615485,0.389877517,0.382830696,0.382027601,0.371881262,0.376167301,0.381818603
Norway,NOR,0.565729557,0.599298557,0.590523114,0.589788757,0.594585327,0.589915134,0.558924939,0.554387764,0.54408069,0.536487394,0.546849679,0.551205605,0.546270839,0.533704975,0.521758336,0.523066298,0.500738663,0.499387136,0.496439619
Oman,OMN,0.207574019,0.22000281,0.224591798,0.22907407,0.238534375,0.256314292,0.263547184,0.291949195,0.303948387,0.323878343,0.355337287,0.379617383,0.404392056,0.416412985,0.423703145,0.434195653,0.428105991,0.423536369,0.415917253
Pakistan,PAK,0.115573862,0.122341056,0.125286864,0.131014861,0.136276392,0.141121127,0.146481874,0.157066606,0.162866191,0.16304331,0.168602545,0.173555987,0.177772526,0.18065884,0.178325644,0.177016718,0.172888742,0.177265104,0.17792379
Panama,PAN,0.267786036,0.266391937,0.266389801,0.281092807,0.290958838,0.298312698,0.300449,0.318141761,0.339685072,0.368573479,0.382965296,0.47999655,0.41195215,0.411193571,0.398541555,0.391275812,0.382233703,0.391815193,0.400892565
Papua New Guinea,PNG,0.08031086,0.098142885,0.097421358,0.096194872,0.093858789,0.090706169,0.076493201,0.08532636,0.092084274,0.083460298,0.088323858,0.112725363,0.087703828,0.091139055,0.097306144,0.105640281,0.109833021,0.119715235,0.124820481
Paraguay,PRY,0.219557464,0.243533256,0.263553907,0.26061248,0.270416019,0.275860944,0.281403218,0.300583687,0.31832531,0.327913705,0.32266891,0.341767238,0.350606395,0.357589314,0.351320319,0.358542782,0.356957147,0.364208915,0.378765888
Peru,PER,0.228111607,0.242237988,0.250352313,0.256565636,0.270340531,0.271908063,0.287833301,0.311842597,0.327975156,0.338148475,0.370750869,0.384897036,0.378132703,0.381354565,0.380311006,0.388623496,0.391998414,0.402103912,0.408308178
Philippines,PHL,0.205744773,0.262220962,0.265996692,0.268001812,0.290306399,0.278467628,0.277360956,0.286029037,0.302412596,0.316848184,0.355825765,0.389484836,0.409230072,0.415146071,0.422949413,0.426993763,0.428850691,0.4476615,0.460291628
Poland,POL,0.336990633,0.359331782,0.381706483,0.38907731,0.413901498,0.43131043,0.428436644,0.434448568,0.434110746,0.44135385,0.463083046,0.463931389,0.470837994,0.476404998,0.470257386,0.467364739,0.455355673,0.453464329,0.453545132
Portugal,PRT,0.420726216,0.442666172,0.442351027,0.458725818,0.466457819,0.469964165,0.450089415,0.45872521,0.449763443,0.425330076,0.445996042,0.452373607,0.456155134,0.452766495,0.442728348,0.442777689,0.43572582,0.442233949,0.444562986
Puerto Rico,PRI,0.362628647,0.368800896,0.362719235,0.358459604,0.362677832,0.361858118,0.351941383,0.350120693,0.354173879,0.358500987,0.382035435,0.38493423,0.406515811,0.403646038,0.395005162,0.390451371,0.391542856,0.393605651,0.393909048
Qatar,QAT,0.315475162,0.326691637,0.336743871,0.356128163,0.369551133,0.385154417,0.380769812,0.393748107,0.390833463,0.403535361,0.4300146,0.428342609,0.433035497,0.469373249,0.464459138,0.48636591,0.464932099,0.471468853,0.472907054
Romania,ROU,0.29205387,0.308443169,0.30474768,0.315031206,0.339865962,0.357141146,0.362227792,0.381399962,0.398497904,0.40964101,0.423598949,0.413133675,0.40009041,0.39642359,0.394209268,0.397868033,0.389534344,0.396803457,0.406198
Russian Federation,RUS,0.344135616,0.366480712,0.380476621,0.396789232,0.421148485,0.446574892,0.443165556,0.457304288,0.455235324,0.465978132,0.499864794,0.490890717,0.509417686,0.51784258,0.509877107,0.517528022,0.508774828,0.50397735,0.507376478
Rwanda,RWA,0.091248934,0.152800122,0.155476209,0.158958967,0.159771254,0.152764944,0.160084165,0.159459226,0.174141021,0.20312502,0.127385245,0.152325798,0.13429953,0.144926975,0.16283601,0.184857316,0.181964711,0.191336591,0.192745966
Samoa,WSM,0.139908852,0.144288817,0.14674274,0.15179555,0.156799526,0.161641116,0.165293408,0.174827101,0.177734466,0.176702055,0.18263518,0.188832238,0.190522036,0.193773185,0.202806669,0.210407674,0.219727084,0.210975464,0.218539249
Sao Tome and Principe,STP,0.110104553,0.114210344,0.117348263,0.123790345,0.130960163,0.132976766,0.134823431,0.139899665,0.147393092,0.152379994,0.168798354,0.177207019,0.208173839,0.210265082,0.186918858,0.311174507,0.321701781,0.269711046,0.288322569
Saudi Arabia,SAU,0.207099741,0.21840122,0.227777976,0.240537729,0.254704075,0.273477278,0.284149433,0.31801764,0.330803141,0.34206765,0.375469486,0.394268925,0.408885655,0.423109946,0.418344036,0.424006584,0.417373441,0.409413967,0.423176328
Senegal,SEN,0.076199484,0.089621005,0.088775705,0.098313501,0.097492824,0.114644406,0.122514535,0.124340547,0.135328237,0.16196164,0.144162331,0.148605781,0.155549708,0.164851939,0.174595803,0.188862971,0.181204792,0.202003177,0.211940861
Serbia,SRB,0.248753672,0.259623688,0.255526323,0.259873483,0.354296965,0.361824653,0.357502835,0.376919705,0.373838092,0.369047606,0.37824447,0.385634844,0.38826806,0.397850648,0.399860333,0.400615113,0.398793123,0.402658293,0.407048898
Sierra Leone,SLE,0.058483686,0.05990216,0.060119674,0.060854026,0.071695047,0.064068333,0.062946054,0.06205587,0.059259778,0.058287888,0.060883306,0.062112073,0.062785035,0.073597537,0.085158027,0.092334788,0.097885391,0.10008144,0.101839072
Singapore,SGP,0.522847938,0.613016697,0.604428489,0.606481874,0.626142937,0.621430499,0.594757342,0.615561571,0.622590478,0.613892738,0.634413273,0.637132975,0.640234807,0.638543939,0.615231752,0.632843051,0.603247442,0.612923689,0.613684718
Slovak Republic,SVK,0.320274103,0.345598947,0.392773753,0.401731394,0.427253288,0.430454896,0.417919718,0.440383821,0.428839043,0.428643904,0.450422783,0.448595532,0.455389935,0.453870147,0.44465159,0.443204035,0.433087167,0.435736733,0.432334215
Slovenia,SVN,0.413764199,0.459610628,0.457636086,0.455345795,0.491959026,0.499168105,0.487113673,0.486475956,0.472325921,0.472156933,0.490749841,0.481092628,0.481066346,0.479446,0.461079496,0.4597345,0.445825803,0.452124887,0.454390404
Solomon Islands,SLB,0.093095084,0.100239636,0.104456207,0.108313138,0.110413538,0.111385509,0.102766558,0.096670003,0.115996045,0.106523895,0.128750688,0.151640649,0.158056447,0.161481751,0.171413256,0.182483766,0.179226494,0.188109461,0.193622428
Somalia,SOM,0.009831,0.009447761,0.01867822,0.023426688,0.028541924,0.029979741,0.031243032,0.031928142,0.032855475,0.032065968,0.033421289,0.038040618,0.037975701,0.052148235,0.053702765,0.055021968,0.056156958,0.058961591,0.060857921
South Africa,ZAF,0.189110207,0.204139194,0.216666575,0.222711383,0.235927795,0.253576075,0.247228085,0.252071151,0.247745742,0.24412452,0.269723545,0.302372738,0.319211395,0.332882517,0.329242479,0.345041337,0.325997875,0.334886355,0.344760283
South Sudan,SSD,0.058622553,0.058620793,0.058875223,0.059264209,0.057876962,0.055534186,0.053413009,0.049792595,0.047181201,0.04668133,0.051905679,0.055549016,0.057752614,0.067342661,0.070501621,0.073831951,0.075816425,0.081281637,0.088259706
Spain,ESP,0.413703414,0.431946142,0.437053208,0.467712392,0.481005818,0.490958377,0.473959518,0.47682655,0.468517953,0.467874878,0.487498329,0.494900459,0.497025488,0.496141865,0.48915361,0.491793134,0.480690894,0.486139698,0.486269016
Sri Lanka,LKA,0.170357967,0.174518702,0.196948545,0.190614714,0.194271928,0.19879946,0.203430973,0.21289389,0.222462167,0.23356413,0.246415902,0.254221666,0.259695302,0.272483642,0.276897302,0.268991213,0.274117579,0.302047476,0.310055526
St. Lucia,LCA,0.231391316,0.245226594,0.260591549,0.306888337,0.317062767,0.314535787,0.29920278,0.316465322,0.330408526,0.33000648,0.33538339,0.352997867,0.351080661,0.352711053,0.340302381,0.342015592,0.34310012,0.346926451,0.346212916
St. Vincent and the Grenadines,VCT,0.235022436,0.245950955,0.248103335,0.280960762,0.290796233,0.293197174,0.292646528,0.309596418,0.316370393,0.317526803,0.332326239,0.338839388,0.341067457,0.349179443,0.343959025,0.3039532,0.298991543,0.301869312,0.297265532
Sudan,SDN,0.057535304,0.075390419,0.079156012,0.080450691,0.085168944,0.088085805,0.098322267,0.10685143,0.114983574,0.106784343,0.137494318,0.148367454,0.154499284,0.156737612,0.154739673,0.160098031,0.141742061,0.166467314,0.170988866
Suriname,SUR,0.199648942,0.22686474,0.230287051,0.237902155,0.248222368,0.249195196,0.248020712,0.265308454,0.304350387,0.32387858,0.302983727,0.292618251,0.34660238,0.350299052,0.362416862,0.329560369,0.348664924,0.331334718,0.318997394
Sweden,SWE,0.553309397,0.580348168,0.596363672,0.607121089,0.615930977,0.606444246,0.57648987,0.556738928,0.545175055,0.539180263,0.552157448,0.556070055,0.547185553,0.533766893,0.51510606,0.514660089,0.491663019,0.493618306,0.485805221
Switzerland,CHE,0.525878251,0.572268029,0.56218946,0.561182713,0.567007944,0.563842704,0.544619872,0.545878803,0.544889411,0.546061279,0.555657764,0.565893067,0.569840248,0.563591387,0.547891384,0.552294729,0.527413677,0.501434542,0.494735358
Syrian Arab Republic,SYR,0.156747132,0.160913485,0.165124638,0.178557892,0.186246397,0.191474771,0.205940604,0.204429553,0.206068047,0.211567487,0.229635684,0.235841445,0.243739877,0.246752011,0.25814928,0.26331688,0.254584601,0.261581151,0.26308035
Tajikistan,TJK,0.155885227,0.156028245,0.157805008,0.162233329,0.164640168,0.168246881,0.189089883,0.193501308,0.203706843,0.212200833,0.225175612,0.228061878,0.23063757,0.23776784,0.237421149,0.239658404,0.243090214,0.246425833,0.245750733
Tanzania,TZA,0.096439304,0.101826923,0.104119292,0.106824936,0.107408119,0.108973903,0.109702881,0.109176005,0.107775596,0.10937035,0.118181952,0.127211641,0.140911648,0.124055809,0.129512861,0.151184106,0.146890377,0.161120755,0.174707746
Thailand,THA,0.285771236,0.363694508,0.378097245,0.384748999,0.394112299,0.403505438,0.408733436,0.416553163,0.412695097,0.421033499,0.428594324,0.436820043,0.442788014,0.437579626,0.435587919,0.451020564,0.452605806,0.464333967,0.469678078
Timor-Leste,TLS,0.068134114,0.099349681,0.097809792,0.105452231,0.105398136,0.106889393,0.108225245,0.10786809,0.115872432,0.130780229,0.130795025,0.156219984,0.16169029,0.171987427,0.221036455,0.230984924,0.244743351,0.25491454,0.2575741
Togo,TGO,0.106316086,0.11059617,0.113916317,0.117501911,0.119604407,0.120164236,0.120597929,0.1241671,0.125572758,0.128537584,0.128919629,0.141074107,0.141068646,0.150592171,0.154963919,0.156778098,0.166575484,0.170378981,0.174631209
Tonga,TON,0.171137089,0.172479048,0.177874733,0.185676168,0.192603598,0.20307035,0.203118034,0.212067495,0.212162359,0.216401582,0.225905554,0.238497008,0.263235386,0.26614742,0.25414271,0.262035462,0.261416167,0.281444987,0.282262391
Trinidad and Tobago,TTO,0.247788935,0.274840338,0.28441674,0.294794971,0.322713005,0.339240836,0.352483199,0.351017024,0.35313017,0.350641477,0.362338235,0.366626,0.378046242,0.384713874,0.37792003,0.385704272,0.382342614,0.379102607,0.378813441
Tunisia,TUN,0.196126982,0.216963064,0.221343743,0.237906642,0.258803899,0.275185427,0.279422077,0.285949582,0.298799538,0.313455879,0.333564944,0.345080436,0.34687285,0.341099261,0.343173135,0.346233777,0.333353647,0.349281277,0.349971391
Turkey,TUR,0.253380984,0.268340449,0.284488732,0.286114965,0.288049465,0.297273055,0.304719572,0.329331678,0.330386643,0.330166619,0.352694461,0.35346684,0.361271344,0.368162209,0.37078041,0.373484373,0.371961867,0.37908781,0.386826878
Turkmenistan,TKM,0.198262241,0.199889184,0.20105831,0.202096826,0.203309708,0.203240889,0.202529559,0.202046321,0.208147675,0.216288213,0.231438958,0.259174273,0.269298827,0.273618898,0.281131738,0.289254253,0.291072849,0.301960884,0.302084103
Uganda,UGA,0.054479396,0.05918015,0.059827438,0.064957108,0.066604053,0.063604166,0.06402996,0.074337768,0.087469615,0.080194421,0.095403083,0.156743272,0.155005901,0.098562019,0.110322878,0.105106489,0.117900162,0.128340718,0.142767826
Ukraine,UKR,0.302442922,0.312941418,0.319056119,0.328254935,0.346438287,0.372925033,0.38803489,0.396198938,0.387723207,0.389914043,0.406023289,0.419100115,0.433833127,0.440621815,0.437915114,0.4387739,0.420079952,0.420863089,0.419788533
United Arab Emirates,ARE,0.380414071,0.389044307,0.393033397,0.39843936,0.412214729,0.428568558,0.426200616,0.449699354,0.445575614,0.437723903,0.444359647,0.462861628,0.487102119,0.506958405,0.517759559,0.514786654,0.558441329,0.533402784,0.535306095
United Kingdom,GBR,0.519124561,0.554096943,0.580752369,0.583834051,0.587666451,0.589556408,0.559926156,0.563115703,0.551531437,0.548494412,0.564764477,0.567546112,0.569743393,0.559449767,0.541738498,0.54625371,0.530290439,0.529529959,0.52528384
United States,USA,0.750484979,0.801827567,0.796778296,0.790397826,0.796807579,0.797928289,0.78231904,0.789128747,0.775479416,0.759207064,0.770776804,0.752766435,0.747409393,0.720215812,0.711492941,0.717863412,0.707222562,0.69486463,0.679527371
Uruguay,URY,0.312530217,0.325798546,0.319737448,0.324052328,0.329219583,0.343837687,0.366539897,0.386940876,0.392407668,0.399801832,0.421781164,0.438116164,0.458701889,0.464355944,0.460643261,0.470794365,0.44846697,0.447160408,0.454206538
Uzbekistan,UZB,0.203601782,0.207117702,0.209875856,0.213101693,0.215240434,0.21010043,0.215941283,0.221792206,0.233928478,0.241250029,0.257315573,0.27054559,0.265200568,0.270448569,0.277755064,0.286462949,0.290676881,0.298170603,0.297542931
Vanuatu,VUT,0.098064496,0.101917419,0.109038739,0.113048204,0.116858359,0.117768517,0.11031101,0.120487921,0.123366468,0.136350947,0.160940525,0.148178152,0.150461719,0.127569753,0.162656742,0.17220352,0.185516611,0.194218929,0.195277688
"Venezuela, RB",VEN,0.26580007,0.275979166,0.280498882,0.27901894,0.293208756,0.320397503,0.339812265,0.363055084,0.372246504,0.375082617,0.389939407,0.393456452,0.405493416,0.411015429,0.401990722,0.403834237,0.385657162,0.386726742,0.379183003
Vietnam,VNM,0.224076748,0.245709845,0.250798974,0.257297569,0.274235836,0.292187702,0.298113584,0.31662659,0.340699424,0.360081909,0.389236481,0.425535849,0.451610345,0.449278017,0.450650228,0.457498492,0.444492414,0.465620441,0.489065653
"Yemen, Rep.",YEM,0.078768533,0.081217459,0.087044471,0.08837582,0.086195143,0.097169664,0.095837378,0.109261397,0.116013025,0.123700678,0.151274672,0.152417412,0.156704113,0.168266803,0.155591101,0.173279243,0.167511488,0.178994433,0.153321876
Zambia,ZMB,0.092434651,0.101177066,0.098188899,0.10065817,0.103982136,0.108034948,0.10898425,0.10395485,0.112309914,0.108935928,0.111249689,0.130082427,0.145005049,0.138394969,0.135185329,0.158612101,0.204305445,0.169568314,0.151029651
Zimbabwe,ZWE,0.132465292,0.161274016,0.163370472,0.166902162,0.167421842,0.165668839,0.164440415,0.160474802,0.166312926,0.154570396,0.165431083,0.171522869,0.207016194,0.196809224,0.172643486,0.189758882,0.193592408,0.19860229,0.191333404
